sample,TCGA-S9-A7J2-01
ENST00000592784.5,0.0000
ENST00000574085.5,32.7000
ENST00000481659.1,0.0000
ENST00000466333.5,0.0000
ENST00000553237.5,18.9700
ENST00000379034.1,0.0000
ENST00000595233.1,0.0000
ENST00000551256.1,0.0000
ENST00000368236.7,0.0000
ENST00000534365.1,0.0000
ENST00000544562.5,0.8000
ENST00000496512.1,0.0000
ENST00000414373.5,2.5100
ENST00000426913.1,0.0000
ENST00000481823.5,0.0000
ENST00000423776.1,0.0000
ENST00000413572.1,0.0000
ENST00000591458.1,0.0000
ENST00000629630.1,0.0000
ENST00000470254.1,0.0000
ENST00000371544.7,12.7900
ENST00000466465.5,1.5200
ENST00000622028.1,0.0000
ENST00000523547.1,0.0000
ENST00000553640.3,3.6900
ENST00000496815.1,0.4800
ENST00000558274.1,0.0000
ENST00000531655.1,100.0000
ENST00000380026.7,37.7100
ENST00000367979.6,0.0000
ENST00000585437.1,0.0000
ENST00000359156.8,3.5200
ENST00000393118.6,13.0600
ENST00000454614.1,0.0000
ENST00000422951.1,2.9500
ENST00000422029.6,0.1700
ENST00000306704.10,27.5400
ENST00000398714.3,0.0000
ENST00000478296.5,13.6200
ENST00000258774.9,43.4600
ENST00000441338.1,0.0000
ENST00000508713.1,0.0000
ENST00000585109.5,0.0000
ENST00000510190.1,0.0000
ENST00000561160.1,0.0000
ENST00000514464.1,0.0000
ENST00000478572.1,1.6400
ENST00000294811.2,100.0000
ENST00000428992.2,41.3300
ENST00000544886.6,31.9700
ENST00000512567.5,2.4500
ENST00000462003.5,0.1800
ENST00000551070.5,13.6500
ENST00000481785.1,0.0000
ENST00000559130.5,0.0000
ENST00000572008.5,0.0000
ENST00000434466.1,0.4200
ENST00000409265.8,18.8500
ENST00000271532.1,0.0000
ENST00000414914.5,1.4200
ENST00000433284.1,0.0000
ENST00000401964.2,0.0000
ENST00000478653.6,4.5100
ENST00000532529.1,21.1000
ENST00000390315.2,0.0000
ENST00000582811.6,0.0000
ENST00000580171.2,100.0000
ENST00000372097.9,36.7000
ENST00000534218.1,0.0000
ENST00000449198.6,1.7800
ENST00000420038.1,100.0000
ENST00000488607.5,0.0000
ENST00000478489.5,0.0000
ENST00000477720.1,0.0000
ENST00000441450.1,0.0000
ENST00000468934.1,0.0000
ENST00000511299.5,8.4900
ENST00000548675.1,31.5400
ENST00000470462.2,0.0000
ENST00000551391.1,0.0000
ENST00000357223.2,25.4300
ENST00000587702.1,0.0000
ENST00000438506.1,0.0000
ENST00000434365.1,100.0000
ENST00000603526.1,0.0000
ENST00000510359.1,0.0000
ENST00000505279.5,0.0000
ENST00000582972.1,0.0000
ENST00000548082.1,13.3100
ENST00000394842.2,100.0000
ENST00000540440.1,19.1600
ENST00000590746.5,0.0000
ENST00000564454.1,0.5700
ENST00000450913.6,14.2300
ENST00000433686.6,43.1300
ENST00000379454.8,13.1600
ENST00000458076.5,0.5700
ENST00000528821.5,1.8100
ENST00000517431.1,100.0000
ENST00000578795.1,0.4600
ENST00000409406.1,0.0600
ENST00000595403.1,0.0000
ENST00000462457.1,2.7400
ENST00000439324.2,0.0000
ENST00000626517.2,0.0000
ENST00000596873.1,0.2300
ENST00000552812.1,1.2400
ENST00000517956.5,42.1000
ENST00000393471.2,42.9800
ENST00000409927.5,7.3800
ENST00000505178.1,0.0000
ENST00000435259.2,0.8700
ENST00000572582.5,0.0000
ENST00000405027.1,100.0000
ENST00000613385.4,3.6300
ENST00000355196.6,0.0000
ENST00000598963.2,100.0000
ENST00000625701.2,0.0000
ENST00000556295.5,0.0000
ENST00000525345.5,9.5300
ENST00000567173.5,0.9700
ENST00000544923.5,0.7300
ENST00000417479.1,100.0000
ENST00000322937.10,0.0000
ENST00000534724.1,1.9700
ENST00000558026.1,0.0000
ENST00000399523.5,51.8400
ENST00000449812.2,0.0000
ENST00000372330.3,100.0000
ENST00000518603.1,8.9000
ENST00000505017.1,0.0000
ENST00000464807.1,1.6400
ENST00000617672.1,27.9500
ENST00000475180.5,0.0000
ENST00000455957.5,56.9100
ENST00000567480.1,0.0000
ENST00000615150.1,100.0000
ENST00000512569.1,0.0000
ENST00000584420.1,0.0000
ENST00000508626.5,3.7300
ENST00000450734.1,0.0000
ENST00000423380.1,100.0000
ENST00000216218.7,7.7600
ENST00000414786.6,3.7700
ENST00000476193.1,100.0000
ENST00000565340.5,0.0000
ENST00000517718.5,16.5300
ENST00000532620.5,0.0000
ENST00000273794.5,24.8400
ENST00000613006.4,0.0000
ENST00000457938.5,0.0000
ENST00000454503.6,24.4200
ENST00000524651.5,0.0000
ENST00000588445.1,0.0000
ENST00000499642.1,100.0000
ENST00000355014.6,53.5500
ENST00000510114.1,0.0000
ENST00000465511.1,100.0000
ENST00000416992.6,1.4800
ENST00000630331.2,0.0000
ENST00000427083.2,0.0000
ENST00000494101.1,2.3100
ENST00000552155.5,20.5400
ENST00000400093.3,4.4900
ENST00000415399.1,100.0000
ENST00000467931.1,0.7300
ENST00000564561.1,0.0000
ENST00000490184.5,0.0000
ENST00000460981.1,0.0000
ENST00000588632.1,0.0000
ENST00000336278.8,75.0700
ENST00000494372.1,4.4400
ENST00000594521.5,1.1900
ENST00000426338.2,100.0000
ENST00000599310.5,1.0200
ENST00000490005.1,0.5200
ENST00000478918.1,2.7100
ENST00000542890.1,0.0000
ENST00000334047.11,78.5000
ENST00000471687.1,0.9400
ENST00000330276.4,0.0000
ENST00000449005.5,32.1400
ENST00000460085.1,0.0000
ENST00000487623.1,3.8500
ENST00000540228.1,4.7200
ENST00000623478.1,50.5700
ENST00000599981.5,0.5000
ENST00000460800.5,0.2800
ENST00000389869.7,0.0000
ENST00000454077.6,49.6200
ENST00000417962.5,0.0000
ENST00000473714.1,0.0000
ENST00000618689.1,0.0000
ENST00000361113.9,93.5700
ENST00000616214.1,0.0000
ENST00000411796.6,0.0000
ENST00000579908.1,0.0000
ENST00000555840.5,0.0000
ENST00000354402.9,1.3000
ENST00000522777.1,0.0900
ENST00000618578.1,0.0000
ENST00000507549.7,7.5900
ENST00000426499.5,14.2000
ENST00000308177.4,35.1800
ENST00000518256.5,0.0000
ENST00000619486.1,100.0000
ENST00000477601.1,0.0000
ENST00000477051.1,1.1700
ENST00000367041.5,18.7900
ENST00000540972.5,8.1900
ENST00000469297.1,0.0000
ENST00000374155.7,0.0000
ENST00000551325.1,0.0000
ENST00000364571.1,0.0000
ENST00000554766.5,9.2600
ENST00000518062.1,0.0000
ENST00000367295.5,55.5800
ENST00000441284.5,13.8900
ENST00000400520.7,0.0000
ENST00000505176.5,6.4700
ENST00000470208.1,2.7900
ENST00000396684.2,71.4600
ENST00000433998.1,0.0000
ENST00000399580.2,100.0000
ENST00000432498.5,0.0000
ENST00000464161.1,7.9700
ENST00000396705.9,97.4100
ENST00000393380.6,0.0000
ENST00000485373.5,0.0000
ENST00000601347.1,3.4400
ENST00000562076.1,0.0000
ENST00000220562.8,95.0800
ENST00000624858.1,100.0000
ENST00000393605.7,2.9600
ENST00000321464.6,14.2400
ENST00000262947.7,99.8000
ENST00000441305.5,0.3000
ENST00000427738.7,67.7800
ENST00000454801.2,0.0000
ENST00000505019.5,0.0000
ENST00000405570.5,0.0000
ENST00000462269.1,2.0500
ENST00000584740.1,0.0000
ENST00000354221.4,74.9600
ENST00000517271.1,0.0000
ENST00000485096.5,0.0000
ENST00000488032.1,0.0000
ENST00000492351.6,0.0000
ENST00000600352.1,0.0000
ENST00000381903.2,78.2300
ENST00000282032.3,90.9800
ENST00000580024.1,0.0000
ENST00000464662.5,3.1000
ENST00000623090.1,0.0000
ENST00000449170.2,100.0000
ENST00000606652.1,55.9600
ENST00000546206.6,0.0000
ENST00000599172.2,0.0000
ENST00000481098.1,4.7000
ENST00000586717.5,17.3100
ENST00000363042.1,0.0000
ENST00000502585.1,22.5900
ENST00000447182.6,30.8900
ENST00000464065.1,0.0000
ENST00000544711.1,0.0000
ENST00000581146.1,38.2100
ENST00000450826.1,0.0000
ENST00000618863.1,22.7500
ENST00000379701.5,0.2600
ENST00000594349.1,0.0000
ENST00000503000.1,0.6100
ENST00000557181.5,1.3000
ENST00000439211.6,95.9600
ENST00000336751.9,0.0000
ENST00000410413.1,0.0000
ENST00000494555.1,3.3400
ENST00000372557.1,81.3600
ENST00000523083.1,100.0000
ENST00000417617.1,0.0000
ENST00000480358.6,12.2600
ENST00000297261.6,68.1700
ENST00000507766.1,0.7800
ENST00000571197.1,100.0000
ENST00000588585.1,0.0000
ENST00000581553.1,0.0000
ENST00000467518.5,53.2900
ENST00000372676.7,0.0000
ENST00000531891.1,2.6700
ENST00000261388.7,53.9100
ENST00000364765.1,0.0000
ENST00000499180.2,0.0000
ENST00000380817.7,46.0000
ENST00000384958.1,0.0000
ENST00000402323.2,0.0000
ENST00000449444.5,2.0800
ENST00000370687.6,0.0000
ENST00000466865.1,0.0000
ENST00000423479.7,0.0000
ENST00000334307.9,33.4000
ENST00000429130.7,0.0000
ENST00000611148.1,0.0000
ENST00000602631.1,15.2800
ENST00000258456.2,100.0000
ENST00000609749.1,0.0000
ENST00000608443.5,26.7200
ENST00000463067.1,4.2900
ENST00000600663.1,96.4300
ENST00000341511.10,19.0800
ENST00000390569.1,0.0000
ENST00000460975.1,0.0000
ENST00000416738.1,0.0000
ENST00000378789.3,0.0000
ENST00000229329.6,85.9900
ENST00000380770.3,40.1600
ENST00000508247.5,0.0000
ENST00000476661.5,1.9800
ENST00000430317.2,0.0000
ENST00000369183.8,3.6200
ENST00000461198.5,0.0000
ENST00000334286.7,74.5800
ENST00000456983.1,3.6900
ENST00000465232.5,53.2000
ENST00000465425.1,85.8700
ENST00000477124.1,0.0000
ENST00000617174.1,0.0000
ENST00000225567.8,16.1300
ENST00000621012.1,44.2400
ENST00000503091.1,100.0000
ENST00000324394.7,30.2200
ENST00000462738.1,6.5700
ENST00000546643.1,2.2200
ENST00000467999.6,0.0000
ENST00000569310.2,100.0000
ENST00000529912.5,9.3800
ENST00000460788.5,1.8000
ENST00000332972.9,0.0000
ENST00000586442.1,0.0000
ENST00000463764.2,21.8800
ENST00000619158.1,0.4600
ENST00000520435.2,0.0000
ENST00000564823.1,0.0000
ENST00000617418.4,0.0000
ENST00000475326.1,0.5200
ENST00000541488.1,0.0000
ENST00000606504.1,0.0000
ENST00000465564.1,0.0000
ENST00000566977.1,0.0000
ENST00000584246.1,0.0000
ENST00000540280.1,8.3900
ENST00000623734.1,0.0000
ENST00000513628.5,1.9200
ENST00000402077.7,29.7600
ENST00000595138.1,0.0000
ENST00000563514.1,0.5600
ENST00000417542.1,0.0000
ENST00000260229.4,0.0000
ENST00000393150.7,58.0600
ENST00000496160.2,0.0000
ENST00000518030.1,0.0000
ENST00000511780.2,0.0000
ENST00000555542.5,0.0000
ENST00000545304.1,0.0000
ENST00000547087.5,3.7100
ENST00000464392.1,8.8500
ENST00000538474.5,100.0000
ENST00000462899.1,0.0000
ENST00000358537.7,24.2200
ENST00000555214.5,0.7300
ENST00000485732.5,17.9800
ENST00000380877.7,1.2500
ENST00000517005.1,0.0000
ENST00000366408.3,0.0000
ENST00000376131.8,25.2700
ENST00000378427.5,43.6100
ENST00000451868.2,2.1700
ENST00000622939.3,0.0000
ENST00000508196.5,0.0000
ENST00000378072.5,100.0000
ENST00000518546.5,0.0000
ENST00000608560.3,0.2200
ENST00000512173.1,0.0000
ENST00000630297.1,0.0000
ENST00000506593.1,5.0100
ENST00000491546.5,0.0000
ENST00000621805.4,0.3300
ENST00000615471.4,0.0000
ENST00000453978.2,0.0000
ENST00000472933.2,2.9800
ENST00000529331.1,16.2100
ENST00000514022.5,2.3900
ENST00000503175.1,4.1900
ENST00000414691.7,0.0000
ENST00000511601.5,64.8400
ENST00000496704.1,19.1300
ENST00000556440.6,10.2700
ENST00000547106.1,0.0000
ENST00000439154.6,0.0000
ENST00000273859.7,40.0200
ENST00000509649.5,7.2100
ENST00000582329.1,10.6700
ENST00000411291.1,0.0000
ENST00000262077.2,67.2600
ENST00000524899.1,5.3800
ENST00000497491.1,0.0000
ENST00000544523.5,4.0900
ENST00000576924.5,0.1700
ENST00000397288.2,0.0000
ENST00000570209.1,100.0000
ENST00000488849.1,1.5800
ENST00000628193.2,1.0600
ENST00000268482.7,59.4700
ENST00000584396.5,0.8300
ENST00000382628.3,0.0000
ENST00000553685.1,0.2900
ENST00000555361.1,0.0000
ENST00000542443.5,16.9700
ENST00000620744.1,100.0000
ENST00000472850.3,27.1100
ENST00000584675.1,30.8600
ENST00000555036.1,0.2000
ENST00000457308.5,53.2600
ENST00000478099.1,8.0500
ENST00000453566.2,0.0000
ENST00000624714.3,1.2500
ENST00000419002.6,0.0000
ENST00000596228.5,0.0000
ENST00000487839.1,1.7000
ENST00000524750.1,4.5600
ENST00000454103.1,100.0000
ENST00000502964.5,0.1300
ENST00000515916.1,0.0000
ENST00000424746.1,100.0000
ENST00000594297.1,16.0300
ENST00000337938.6,40.5000
ENST00000494245.1,0.8200
ENST00000366534.8,0.0000
ENST00000626887.1,0.0000
ENST00000484186.5,5.8400
ENST00000507228.1,0.0000
ENST00000520333.1,1.2100
ENST00000372862.7,7.0400
ENST00000559839.1,100.0000
ENST00000578598.1,0.0000
ENST00000594774.5,1.7700
ENST00000339556.8,26.3900
ENST00000457965.5,1.5800
ENST00000338128.12,10.4500
ENST00000558414.1,21.0200
ENST00000519446.1,0.0000
ENST00000463659.1,7.7900
ENST00000595136.5,0.0000
ENST00000602699.1,0.0000
ENST00000573133.1,0.0000
ENST00000567713.5,0.0000
ENST00000480908.1,17.3000
ENST00000525608.5,0.0000
ENST00000480489.5,0.5000
ENST00000617866.4,0.0000
ENST00000221363.8,0.0000
ENST00000256404.7,100.0000
ENST00000557713.5,0.0000
ENST00000443429.5,0.3200
ENST00000527353.1,100.0000
ENST00000413431.1,0.0000
ENST00000273077.8,7.1900
ENST00000434551.2,0.0000
ENST00000482072.1,0.0000
ENST00000445629.1,0.0000
ENST00000307751.8,36.1100
ENST00000227451.3,92.2700
ENST00000561517.5,4.8700
ENST00000467069.6,1.3600
ENST00000606080.1,100.0000
ENST00000309983.4,100.0000
ENST00000517750.5,0.0000
ENST00000560799.5,6.3100
ENST00000411920.1,0.0000
ENST00000380482.8,100.0000
ENST00000595442.1,0.0000
ENST00000594092.5,8.5300
ENST00000520693.5,12.0400
ENST00000555103.1,0.0000
ENST00000583068.5,0.0000
ENST00000369329.7,30.3200
ENST00000616959.4,0.0000
ENST00000529044.5,0.0000
ENST00000448854.1,2.7900
ENST00000364866.1,0.0000
ENST00000423288.1,0.0000
ENST00000412863.1,0.0000
ENST00000428028.1,0.5700
ENST00000604574.1,0.0000
ENST00000377792.3,0.2100
ENST00000588051.5,0.0000
ENST00000522010.1,0.0000
ENST00000515630.2,0.0000
ENST00000589331.1,0.4000
ENST00000421269.4,0.0000
ENST00000408589.1,0.0000
ENST00000578444.1,77.6000
ENST00000503230.5,0.0000
ENST00000464842.1,0.0000
ENST00000544837.5,0.0000
ENST00000618980.1,28.1700
ENST00000449853.2,21.4400
ENST00000477393.1,1.3600
ENST00000618299.4,4.9000
ENST00000452581.5,0.4900
ENST00000522841.6,26.6900
ENST00000295542.5,0.0000
ENST00000434785.5,0.0000
ENST00000374408.3,100.0000
ENST00000533989.5,2.6300
ENST00000490722.1,4.6600
ENST00000216927.4,0.0000
ENST00000546020.2,10.2700
ENST00000561797.1,0.0000
ENST00000590150.5,0.4500
ENST00000623111.1,100.0000
ENST00000555477.2,0.0000
ENST00000545860.1,22.5700
ENST00000436106.3,1.9100
ENST00000531925.5,0.0000
ENST00000605764.1,0.0000
ENST00000532768.1,85.9600
ENST00000597301.5,3.2100
ENST00000416957.5,1.3300
ENST00000459874.5,9.0700
ENST00000450287.2,100.0000
ENST00000565583.1,2.5700
ENST00000532649.5,0.0000
ENST00000475145.1,0.6300
ENST00000423706.1,0.0000
ENST00000365155.1,0.0000
ENST00000323084.8,0.0000
ENST00000382159.7,98.8000
ENST00000422621.1,0.0000
ENST00000452400.6,67.4200
ENST00000561854.1,1.7200
ENST00000445714.1,100.0000
ENST00000506634.1,0.0000
ENST00000436681.5,0.0000
ENST00000343805.10,12.9400
ENST00000523012.1,2.6700
ENST00000602831.5,0.0000
ENST00000613990.1,0.0000
ENST00000563944.1,11.2400
ENST00000378933.5,9.0300
ENST00000369020.7,0.0000
ENST00000543394.2,0.0000
ENST00000313559.9,0.0000
ENST00000542824.5,0.3300
ENST00000340309.7,0.0300
ENST00000456762.2,1.6700
ENST00000442647.6,0.0000
ENST00000471789.1,2.0900
ENST00000628426.1,6.6900
ENST00000418295.1,0.0000
ENST00000599707.2,0.0000
ENST00000366690.4,42.2800
ENST00000510721.1,2.9300
ENST00000409899.5,0.0000
ENST00000629945.2,0.0000
ENST00000408210.1,0.0000
ENST00000464961.1,2.2900
ENST00000418021.1,0.0000
ENST00000507042.1,0.0000
ENST00000504213.1,0.0000
ENST00000558563.5,0.0000
ENST00000411005.1,0.0000
ENST00000358160.8,8.2500
ENST00000543035.5,21.2200
ENST00000542341.1,17.1400
ENST00000473595.1,100.0000
ENST00000395841.6,15.0400
ENST00000425293.1,0.0000
ENST00000442437.2,0.0000
ENST00000535664.5,4.6400
ENST00000509369.1,0.0000
ENST00000505550.1,0.2800
ENST00000563754.1,0.0000
ENST00000578142.1,0.0000
ENST00000624060.1,100.0000
ENST00000498202.6,0.0000
ENST00000479508.5,0.0000
ENST00000508282.1,0.8800
ENST00000510689.5,0.0000
ENST00000529131.5,0.0000
ENST00000439090.6,0.0000
ENST00000493749.1,0.0000
ENST00000444272.1,3.2500
ENST00000406712.1,0.0000
ENST00000478513.1,0.0000
ENST00000462524.5,3.1100
ENST00000333577.8,1.1200
ENST00000373111.5,0.0000
ENST00000568037.5,1.4200
ENST00000479489.5,2.5000
ENST00000368240.6,0.0000
ENST00000377656.6,12.8300
ENST00000519088.5,45.1900
ENST00000559195.5,0.0000
ENST00000398469.5,0.0000
ENST00000493207.1,0.7700
ENST00000516706.2,0.0000
ENST00000445681.1,71.5100
ENST00000627037.2,0.0000
ENST00000348544.4,0.0000
ENST00000391975.5,33.3800
ENST00000478814.1,0.0000
ENST00000548531.1,0.0000
ENST00000568483.1,100.0000
ENST00000479653.5,0.0000
ENST00000541549.2,62.3500
ENST00000426031.5,0.5800
ENST00000341048.8,49.5500
ENST00000570907.5,5.8400
ENST00000623024.1,100.0000
ENST00000399037.2,0.0000
ENST00000466945.5,30.7800
ENST00000403318.1,0.0000
ENST00000575851.5,3.1800
ENST00000482665.1,39.9300
ENST00000389983.6,0.0000
ENST00000495003.1,0.0000
ENST00000263579.4,97.9900
ENST00000546919.5,0.0000
ENST00000548690.1,2.2300
ENST00000487009.5,0.0000
ENST00000444999.5,0.0000
ENST00000588284.1,0.0000
ENST00000526143.2,49.0800
ENST00000225916.9,14.8900
ENST00000524149.5,0.0000
ENST00000600710.1,0.0000
ENST00000397630.7,0.0000
ENST00000459660.5,0.0000
ENST00000611809.1,100.0000
ENST00000377060.7,1.0800
ENST00000301324.8,17.2300
ENST00000359688.3,0.0000
ENST00000489123.1,0.0000
ENST00000467589.1,0.0000
ENST00000262626.6,0.0000
ENST00000491400.5,3.6700
ENST00000302632.3,74.9300
ENST00000414443.5,0.0000
ENST00000426403.1,0.0000
ENST00000372699.7,72.7300
ENST00000574547.5,1.7700
ENST00000552418.1,0.0000
ENST00000542676.5,16.8100
ENST00000590385.2,9.7000
ENST00000443776.5,0.0000
ENST00000418408.2,0.0700
ENST00000493566.1,1.6300
ENST00000250454.7,97.2900
ENST00000542157.5,0.0000
ENST00000432760.2,100.0000
ENST00000416247.3,100.0000
ENST00000519819.5,0.0000
ENST00000548955.1,63.9100
ENST00000402580.7,29.4400
ENST00000244043.4,83.9300
ENST00000502673.5,0.0400
ENST00000305218.8,79.3900
ENST00000400188.7,0.0000
ENST00000462383.5,12.6900
ENST00000408727.1,0.0000
ENST00000496497.1,0.0000
ENST00000359929.7,0.0000
ENST00000487697.1,6.8500
ENST00000462511.5,0.0000
ENST00000423633.5,7.9800
ENST00000450053.7,22.5700
ENST00000566232.1,0.0000
ENST00000596323.1,6.6100
ENST00000445964.5,37.2800
ENST00000366849.5,0.0000
ENST00000379667.1,0.0000
ENST00000479506.1,0.0000
ENST00000547315.5,45.6800
ENST00000441182.1,0.0000
ENST00000497706.5,5.5600
ENST00000476152.2,5.2600
ENST00000418933.1,1.0000
ENST00000516362.1,0.0000
ENST00000497081.6,0.0000
ENST00000477169.5,0.0700
ENST00000341165.10,81.3000
ENST00000367511.3,100.0000
ENST00000489934.1,0.8700
ENST00000523687.5,0.0000
ENST00000533606.2,19.3000
ENST00000413325.1,0.0000
ENST00000479487.1,0.0000
ENST00000550762.1,22.4500
ENST00000401037.3,0.0000
ENST00000529953.5,0.0000
ENST00000519765.1,0.3200
ENST00000377086.5,68.1300
ENST00000451894.6,29.0300
ENST00000486823.5,35.8400
ENST00000518583.1,0.0000
ENST00000511394.2,6.8300
ENST00000553307.5,6.5300
ENST00000418089.5,16.2500
ENST00000551131.1,0.0000
ENST00000520959.5,0.0000
ENST00000521368.5,6.3600
ENST00000556708.1,100.0000
ENST00000510060.5,2.0300
ENST00000554028.3,7.1100
ENST00000424200.1,0.0000
ENST00000510269.5,0.0000
ENST00000455039.3,5.6700
ENST00000623272.1,0.0000
ENST00000524011.1,100.0000
ENST00000583904.5,0.0000
ENST00000449213.5,0.0000
ENST00000443677.6,0.0700
ENST00000555503.1,5.9900
ENST00000342669.7,0.4700
ENST00000480230.5,5.0700
ENST00000391989.6,0.0000
ENST00000489180.6,0.0000
ENST00000436735.1,0.0000
ENST00000548298.5,0.0000
ENST00000522627.1,0.0000
ENST00000486443.5,0.0000
ENST00000434944.1,0.0000
ENST00000519068.2,0.0000
ENST00000473892.1,1.7500
ENST00000592629.1,8.0700
ENST00000432502.1,18.4100
ENST00000511237.5,0.0000
ENST00000503746.5,1.0400
ENST00000361904.7,6.4400
ENST00000470347.1,0.0000
ENST00000518098.1,18.3900
ENST00000377503.6,1.1500
ENST00000464404.2,0.0000
ENST00000344987.11,20.1200
ENST00000359003.6,88.5400
ENST00000480746.5,0.0000
ENST00000486034.5,0.0000
ENST00000607208.1,0.0000
ENST00000323496.5,100.0000
ENST00000502560.5,9.1200
ENST00000456659.1,0.0000
ENST00000477216.1,1.0000
ENST00000492393.5,0.0000
ENST00000262713.6,67.8800
ENST00000472839.6,0.0000
ENST00000429427.1,17.0100
ENST00000503817.5,0.0000
ENST00000395353.5,12.1700
ENST00000484745.5,47.7700
ENST00000576969.5,2.9100
ENST00000556913.1,0.0000
ENST00000566134.5,0.0000
ENST00000503341.1,0.0000
ENST00000441221.1,0.0000
ENST00000391808.5,0.0000
ENST00000483560.1,0.5000
ENST00000486542.5,0.0000
ENST00000533113.1,0.0000
ENST00000612292.1,1.7400
ENST00000505908.1,0.0000
ENST00000502263.1,1.3800
ENST00000580909.1,100.0000
ENST00000372591.1,100.0000
ENST00000610270.1,100.0000
ENST00000622962.1,100.0000
ENST00000314531.4,98.1900
ENST00000618373.1,0.0000
ENST00000621561.4,0.0000
ENST00000440161.5,15.3200
ENST00000256103.2,99.9100
ENST00000598144.5,3.2000
ENST00000507634.5,8.7700
ENST00000546827.1,0.0000
ENST00000583421.1,100.0000
ENST00000526616.1,0.0000
ENST00000482141.5,2.9500
ENST00000612202.4,0.0000
ENST00000418221.1,0.0000
ENST00000370656.5,0.8800
ENST00000474150.2,0.0000
ENST00000459755.1,4.6800
ENST00000586501.1,0.0000
ENST00000503595.1,0.0000
ENST00000436291.6,0.0000
ENST00000566980.1,1.1000
ENST00000482886.1,12.5100
ENST00000503274.1,0.0000
ENST00000374675.7,44.6600
ENST00000493992.1,15.0600
ENST00000613152.4,0.0000
ENST00000493028.1,100.0000
ENST00000574692.5,0.0000
ENST00000599720.5,83.4400
ENST00000368707.4,14.9800
ENST00000415742.5,0.0000
ENST00000484459.1,5.8900
ENST00000581417.5,0.0000
ENST00000559276.5,8.8600
ENST00000338382.10,38.9500
ENST00000617576.2,0.0000
ENST00000595830.5,0.0000
ENST00000413550.1,0.0000
ENST00000531270.5,0.0000
ENST00000581448.5,5.3600
ENST00000486148.1,0.0000
ENST00000573039.1,0.0000
ENST00000521258.1,100.0000
ENST00000557461.1,72.6400
ENST00000466095.5,0.0000
ENST00000523821.5,4.7200
ENST00000549804.6,20.1500
ENST00000423171.5,0.0000
ENST00000581755.1,0.0000
ENST00000566801.5,0.9700
ENST00000537722.8,13.9000
ENST00000620467.4,0.0000
ENST00000445891.1,0.0000
ENST00000546407.1,0.0000
ENST00000523564.2,0.0000
ENST00000560893.1,0.0000
ENST00000261776.9,79.5600
ENST00000515046.2,0.0000
ENST00000447740.6,6.8200
ENST00000588673.3,0.3700
ENST00000261615.5,65.5300
ENST00000630180.2,0.0000
ENST00000528584.5,53.8100
ENST00000524495.5,4.6600
ENST00000546784.2,0.0000
ENST00000622311.4,0.0000
ENST00000460162.1,0.0000
ENST00000252137.10,13.5700
ENST00000554080.5,0.0000
ENST00000354556.8,0.0800
ENST00000440054.1,0.0000
ENST00000557152.1,0.0000
ENST00000552680.1,0.0000
ENST00000431520.5,0.0000
ENST00000504055.1,0.0000
ENST00000577766.5,8.3300
ENST00000293981.10,0.0000
ENST00000422231.6,0.0000
ENST00000566422.1,0.0000
ENST00000484665.2,0.0000
ENST00000557362.1,0.0000
ENST00000545296.6,0.0000
ENST00000452027.2,82.7800
ENST00000471244.1,5.5000
ENST00000417401.1,100.0000
ENST00000504613.1,0.0000
ENST00000568890.5,0.0000
ENST00000459456.1,0.0000
ENST00000338183.8,0.0000
ENST00000522800.5,1.2400
ENST00000626426.2,0.0000
ENST00000361703.10,0.0000
ENST00000559737.5,29.5100
ENST00000603920.1,100.0000
ENST00000502536.5,15.6600
ENST00000531968.5,0.0000
ENST00000534919.1,0.0000
ENST00000261220.13,0.0000
ENST00000384664.1,0.0000
ENST00000553875.5,0.0900
ENST00000590111.1,100.0000
ENST00000591511.1,10.7300
ENST00000518805.5,25.9500
ENST00000597711.5,37.5500
ENST00000316757.3,46.9700
ENST00000488887.2,0.0000
ENST00000526846.1,1.2800
ENST00000438805.1,0.0000
ENST00000515565.1,0.0000
ENST00000468090.5,0.3100
ENST00000287202.9,84.6000
ENST00000545270.5,0.4100
ENST00000577500.5,15.1000
ENST00000264382.7,0.0000
ENST00000583839.1,0.4500
ENST00000433670.5,0.5400
ENST00000533375.1,0.0000
ENST00000617924.4,8.6100
ENST00000497318.1,0.0000
ENST00000546532.5,0.0000
ENST00000312541.9,31.8900
ENST00000394821.2,0.0000
ENST00000502455.1,0.0000
ENST00000312033.3,6.1900
ENST00000481753.1,0.0000
ENST00000517378.1,13.8400
ENST00000503962.1,0.0000
ENST00000460383.6,0.0000
ENST00000522319.5,0.0000
ENST00000457220.1,100.0000
ENST00000550616.5,0.0000
ENST00000331890.5,25.7500
ENST00000616510.1,0.0000
ENST00000466408.1,1.1500
ENST00000411704.1,0.0000
ENST00000464567.1,0.0000
ENSTR0000463317.5,0.0000
ENST00000439394.1,0.0000
ENST00000483842.1,2.1700
ENST00000486329.1,13.5600
ENST00000521767.1,5.4700
ENST00000577481.5,0.0000
ENST00000576981.1,7.9900
ENST00000466715.5,0.0000
ENST00000508467.5,0.0000
ENST00000530293.1,0.0000
ENST00000477029.5,0.4800
ENST00000554628.5,0.6700
ENST00000552828.5,0.0000
ENST00000614360.1,0.5500
ENST00000587833.5,0.0000
ENST00000518083.5,0.0000
ENST00000581349.5,0.0000
ENST00000239243.6,61.3900
ENST00000367490.5,0.0000
ENST00000436829.1,2.3700
ENST00000385234.1,0.0000
ENST00000433389.6,0.0000
ENST00000475236.1,6.2300
